year,statecode,description,unit,data,msn,serialid
2000,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5033,SOEGB,1254138
2001,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5603,SOEGB,1254139
2002,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5640,SOEGB,1254140
2003,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5403,SOEGB,1254141
2004,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5718,SOEGB,1254142
2005,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5367,SOEGB,1254143
2006,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,4906,SOEGB,1254144
2007,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,5505,SOEGB,1254145
2008,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,6607,SOEGB,1254146
2009,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,6319,SOEGB,1254147
2010,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,7467,SOEGB,1254148
2011,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,8362,SOEGB,1254149
2012,CA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,12637,SOEGB,1254150
1960,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254151
1961,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254152
1962,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254153
1963,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254154
1964,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254155
1965,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254156
1966,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254157
1967,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254158
1968,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254159
1969,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254160
1970,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254161
1971,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254162
1972,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254163
1973,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254164
1974,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254165
1975,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254166
1976,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254167
1977,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254168
1978,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254169
1979,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254170
1980,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254171
1981,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254172
1982,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254173
1983,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254174
1984,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254175
1985,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254176
1986,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254177
1987,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254178
1988,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254179
1989,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254180
1990,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254181
1991,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254182
1992,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254183
1993,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254184
1994,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254185
1995,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254186
1996,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254187
1997,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254188
1998,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254189
1999,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254190
2000,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254191
2001,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254192
2002,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254193
2003,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254194
2004,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254195
2005,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254196
2006,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254197
2007,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,22,SOEGB,1254198
2008,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,181,SOEGB,1254199
2009,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,250,SOEGB,1254200
2010,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,415,SOEGB,1254201
2011,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,896,SOEGB,1254202
2012,CO,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,1426,SOEGB,1254203
1960,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254204
1961,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254205
1962,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254206
1963,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254207
1964,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254208
1965,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254209
1966,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254210
1967,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254211
1968,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254212
1969,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254213
1970,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254214
1971,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254215
1972,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254216
1973,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254217
1974,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254218
1975,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254219
1976,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254220
1977,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254221
1978,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254222
1979,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254223
1980,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254224
1981,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254225
1982,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254226
1983,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254227
1984,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254228
1985,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254229
1986,CT,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254230
